City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Desc
279,Bairiki,KI,1.3292,172.9752,84.2,79,20,8.05,Clouds
280,Port Moresby,PG,-9.4431,147.1797,77.9,87,98,4.68,Clouds
281,Kahului,US,20.8947,-156.47,71.62,96,75,18.41,Rain
282,Pangnirtung,CA,66.1451,-65.7125,-22.0,76,75,8.05,Clouds
283,Novoagansk,RU,61.9449,76.6625,15.64,94,99,10.67,Clouds
284,Qasigiannguit,GL,68.8193,-51.1922,12.45,68,100,12.59,Clouds
285,Kajaani,FI,64.2273,27.7285,23.05,93,40,11.5,Clouds
286,Adet,ET,11.2644,37.4888,60.28,32,94,5.32,Clouds
287,Kapuskasing,CA,49.4169,-82.4331,15.89,92,100,14.97,Snow
288,Asfi,MA,32.2994,-9.2372,57.43,59,94,11.99,Clouds
289,Surt,LY,31.2089,16.5887,57.79,46,1,9.28,Clear
290,Mangrol,IN,21.1167,70.1167,65.19,36,0,13.82,Clear
291,Ewa Beach,US,21.3156,-158.0072,78.75,55,20,13.8,Clouds
292,Tecoanapa,MX,16.5167,-98.75,83.55,52,0,8.41,Clear
293,Xixiang,CN,35.1628,112.865,26.76,25,0,8.39,Clear
294,Gusau,NG,12.1628,6.6614,82.18,12,63,5.99,Clouds
295,Puerto Escondido,MX,15.85,-97.0667,85.03,61,40,8.05,Clouds
296,Piacabucu,BR,-10.4056,-36.4344,80.67,78,0,12.19,Clear
297,Lianzhou,CN,24.7811,112.3825,36.68,52,32,4.27,Clouds
298,Laguna,US,38.421,-121.4238,62.35,58,0,3.44,Clear
299,Kysyl-Syr,RU,63.8986,122.7617,-55.52,100,65,3.94,Clouds
300,Narasannapeta,IN,18.4167,84.05,66.45,82,56,4.56,Clouds
301,Arraial Do Cabo,BR,-22.9661,-42.0278,80.46,78,75,11.5,Clouds
302,Javanrud,IR,34.7961,46.5172,32.09,76,2,2.21,Clear
303,Inegol,TR,40.0781,29.5133,42.08,86,91,6.15,Clouds
304,Gubkinskiy,RU,64.434,76.5026,9.46,93,30,16.8,Clouds
305,Hastings,GB,50.8552,0.5729,40.32,85,15,12.95,Clouds
306,Januaria,BR,-15.4833,-44.3667,75.94,88,88,2.57,Clouds
307,Schrobenhausen,DE,48.55,11.2667,31.35,87,100,4.61,Clouds
308,Srandakan,ID,-7.9386,110.2506,75.7,86,100,3.09,Clouds
309,Los Llanos De Aridane,ES,28.6585,-17.9182,58.75,71,20,12.66,Clouds
310,Goderich,CA,43.7501,-81.7165,27.91,77,100,28.81,Clouds
311,Hasaki,JP,35.7333,140.8333,28.22,58,64,15.3,Clouds
312,Dzilam Gonzalez,MX,21.2833,-88.9333,73.49,77,91,11.34,Clouds
313,Guiratinga,BR,-16.3494,-53.7583,73.98,92,99,7.09,Clouds
314,Saint-Pierre,RE,-21.3393,55.4781,78.48,83,0,3.44,Clear
315,Hamilton,US,39.1834,-84.5333,44.91,58,40,23.02,Clouds
316,Blyznyuky,UA,48.8578,36.5551,27.23,69,27,6.98,Clouds
317,Kavieng,PG,-2.5744,150.7967,81.95,77,93,11.63,Rain
318,Hervey Bay,AU,-25.2986,152.8535,77.81,76,81,4.29,Clouds
319,Moyale,KE,3.5167,39.0584,72.09,37,2,12.64,Clear
320,Camaqua,BR,-30.8511,-51.8122,85.05,53,64,7.63,Clouds
321,Saint-Augustin,CA,51.226,-58.6502,12.88,78,66,12.44,Clouds
322,Acapulco,MX,16.8634,-99.8901,84.02,65,0,10.36,Clear
323,Saskylakh,RU,71.9167,114.0833,-39.01,95,17,8.39,Clouds
324,Acajutla,SV,13.5928,-89.8275,88.34,49,82,0.63,Clouds
325,Port Hardy,CA,50.6996,-127.4199,44.78,81,75,10.36,Clouds
326,Namatanai,PG,-3.6667,152.4333,79.66,77,97,6.64,Clouds
327,Lompoc,US,34.6391,-120.4579,70.02,64,0,12.66,Clear
328,Cochabamba,BO,-17.3895,-66.1568,76.75,23,75,6.91,Clouds
329,Susangerd,IR,31.5608,48.1831,53.71,52,0,9.78,Clear
330,Olafsvik,IS,64.8945,-23.7142,37.65,64,100,24.16,Clouds
331,Whitehorse,CA,60.7161,-135.0538,26.1,88,75,1.01,Clouds
332,Berlevag,NO,70.8578,29.0864,35.6,86,75,21.85,Rain
333,Dawei,MM,14.0833,98.2,70.68,57,77,6.29,Clouds
334,Cantagallo,CO,7.376,-73.9196,92.35,39,16,2.84,Clouds
335,Dingle,PH,10.9995,122.6711,74.19,95,100,7.7,Clouds
336,Golynki,RU,54.8696,31.3861,22.21,99,94,2.35,Clouds
337,Yakeshi,CN,49.2833,120.7333,-35.75,100,93,2.01,Clouds
338,Evanston,US,42.0411,-87.6901,35.64,90,100,14.97,Mist
339,Oranjestad,AW,12.524,-70.027,82.35,57,20,14.97,Clouds
340,Matamoros,MX,25.5333,-103.25,53.71,50,75,4.61,Haze
341,Lorengau,PG,-2.0226,147.2712,80.37,82,69,8.63,Clouds
342,Kroya,ID,-7.6331,109.2461,76.19,89,98,2.62,Clouds
343,Peoria,US,40.7667,-89.7668,41.31,74,100,14.97,Clouds
344,Christchurch,NZ,-43.5333,172.6333,62.94,67,100,6.91,Clouds
345,Naranjos,MX,21.35,-97.6833,68.74,62,89,4.88,Clouds
346,Skjervoy,NO,70.0311,20.9714,41.0,84,100,12.01,Rain
347,Apiai,BR,-24.5094,-48.8425,76.17,55,38,4.85,Clouds
348,Bako,ET,5.7833,36.5667,72.12,36,70,2.48,Clouds
349,Salalah,OM,17.0151,54.0924,71.69,94,75,3.44,Clouds
350,Sao Filipe,CV,14.8961,-24.4956,74.88,75,17,8.59,Clouds
351,Westport,US,41.1415,-73.3579,43.38,73,100,14.97,Rain
352,Tornio,FI,65.8481,24.1466,32.02,89,100,15.79,Snow
353,Plastun,RU,44.7561,136.2939,-5.75,72,0,11.77,Clear
354,Banda Aceh,ID,5.5577,95.3222,75.76,83,100,5.41,Clouds
355,Ejura,GH,7.3856,-1.3562,87.82,27,82,3.53,Clouds
356,Quatre Cocos,MU,-20.2078,57.7625,78.1,89,100,6.4,Clouds
357,Butembo,CD,0.15,29.2833,63.79,62,89,3.44,Clouds
358,Severo-Kurilsk,RU,50.6789,156.125,25.43,83,96,25.88,Snow
359,Puerto Suarez,BO,-18.95,-57.8,86.56,66,75,6.91,Clouds
360,Stornoway,GB,58.2093,-6.3865,41.04,86,40,5.75,Clouds
361,Ati,TD,13.2154,18.3353,79.34,13,43,7.54,Clouds
362,Vestmannaeyjar,IS,63.4427,-20.2734,41.09,63,100,28.54,Clouds
363,Kutum,SD,14.2,24.6667,66.47,12,14,5.91,Clouds
364,Pauini,BR,-7.7136,-66.9764,80.76,82,100,1.61,Rain
365,Boissevain,CA,49.2306,-100.0559,7.3,93,79,9.71,Clouds
366,Havelock,US,34.8791,-76.9013,53.58,51,0,5.75,Clear
367,Esso,RU,55.9333,158.7,-6.2,100,88,4.88,Clouds
368,Eyl,SO,7.9803,49.8164,74.73,73,0,14.92,Clear
369,Nyurba,RU,63.2842,118.3319,-45.78,100,63,4.88,Clouds
370,Garwa,IN,24.1833,83.8167,58.71,78,0,5.06,Clear
371,Yatou,CN,37.15,122.3833,19.0,68,2,8.59,Clear
372,Celestun,MX,20.8667,-90.4,74.64,76,83,19.04,Clouds
373,Porto Walter,BR,-8.2686,-72.7439,90.9,44,96,5.7,Clouds
374,Mae Sot,TH,16.7167,98.5667,65.43,70,50,2.06,Clouds
375,Pringsewu,ID,-5.3582,104.9744,74.14,96,100,0.54,Rain
376,Katobu,ID,-4.9408,122.5276,75.65,91,96,1.88,Clouds
377,Chunskiy,RU,56.0815,99.6342,18.05,91,100,11.68,Snow
378,Inuvik,CA,68.3499,-133.7218,-26.54,75,20,2.3,Clouds
379,Dubrovnik,HR,42.6481,18.0922,46.04,45,0,17.27,Clear
380,Cockburn Town,TC,21.4612,-71.1419,76.8,73,5,19.28,Clear
381,Thinadhoo,MV,0.5333,72.9333,80.89,75,39,5.64,Clouds
382,Xining,CN,36.6167,101.7667,13.66,42,5,2.35,Clear
383,Bubaque,GW,11.2833,-15.8333,77.04,73,49,10.36,Clouds
384,Ostrovnoy,RU,68.0531,39.5131,21.11,87,100,16.22,Clouds
385,Agadir,MA,30.4202,-9.5982,59.45,62,0,18.9,Clear
386,Namie,JP,37.4833,141.0,29.71,68,47,12.06,Clouds
387,Zaruma,EC,-3.6833,-79.6167,82.54,87,81,4.43,Rain
388,Constantine,DZ,36.365,6.6147,36.81,87,40,2.3,Clouds
389,Carroll,US,39.5501,-77.0164,42.12,43,40,5.99,Clouds
390,Sola,VU,-13.8833,167.55,83.07,84,40,0.0,Clouds
391,Vathi,GR,38.4,23.6,54.66,85,100,2.93,Clouds
392,Jumla,NP,29.2747,82.1838,32.79,46,0,6.33,Clear
393,Pimentel,PE,-6.8367,-79.9342,77.29,69,75,20.71,Clouds
394,North Bend,US,43.4065,-124.2243,49.24,99,100,5.75,Mist
395,Bambous Virieux,MU,-20.3428,57.7575,78.22,94,75,2.3,Clouds
396,Almaznyy,RU,48.0448,40.045,25.95,70,1,10.0,Clear
397,Khandagayty,RU,50.7333,92.05,-12.42,98,100,1.83,Clouds
398,Sao Borja,BR,-28.6606,-56.0044,96.94,25,97,3.22,Clouds
399,Aklavik,CA,68.2191,-135.0107,-20.2,76,40,3.44,Clouds
400,Quang Ngai,VN,15.1167,108.8,66.9,90,100,9.4,Clouds
401,Lugovoy,KZ,42.9472,72.7644,12.33,78,5,4.61,Clear
402,Revadanda,IN,18.5503,72.9278,72.91,75,24,1.48,Clouds
403,Mittersill,AT,47.2667,12.4833,25.66,87,100,1.79,Snow
404,Tanhacu,BR,-14.0214,-41.2481,78.28,59,100,4.16,Clouds
405,Vila Franca De Xira,PT,38.9553,-8.9897,51.62,68,2,6.91,Clear
406,Qaqortoq,GL,60.7167,-46.0333,33.48,97,100,17.74,Snow
407,Sur,OM,22.5667,59.5289,66.47,70,18,7.47,Clouds
408,San Andres,CO,12.5847,-81.7006,84.22,70,40,20.71,Rain
409,Ambilobe,MG,-13.2,49.05,74.26,95,22,1.1,Clouds
410,Kavakli,TR,41.0926,28.3317,49.42,85,100,10.36,Clouds
411,Mamakan,RU,57.8161,114.0028,7.56,97,100,3.4,Snow
412,Abalak,RU,58.1286,68.5944,23.43,96,100,6.73,Snow
413,Eenhana,NA,-17.4667,16.3333,75.96,53,94,6.15,Clouds
414,Sehithwa,BW,-20.4667,22.7167,75.65,30,57,6.51,Clouds
415,Xai-Xai,MZ,-25.0519,33.6442,76.26,82,19,9.15,Clouds
416,Saint Anthony,US,45.0205,-93.218,21.83,65,0,20.71,Clear
417,Sistranda,NO,63.7256,8.834,44.56,87,100,35.81,Rain
418,Marzuq,YE,14.4,46.4667,60.64,81,18,4.23,Clouds
419,Bol,TD,13.4586,14.7147,77.25,42,67,9.13,Clouds
420,Oswego,US,43.4501,-76.1497,35.55,81,100,5.95,Clouds
421,Luyang,CN,27.6239,110.0989,32.83,43,2,2.75,Clear
422,Steinbach,DE,50.1667,8.5667,38.57,81,100,13.8,Clouds
423,Yenagoa,NG,4.9247,6.2642,80.17,78,41,7.16,Clouds
424,Otane,NZ,-39.8833,176.6333,66.0,99,100,6.98,Rain
425,Victor Harbor,AU,-35.5667,138.6167,74.68,72,100,5.53,Rain
426,Walvis Bay,NA,-22.9575,14.5053,62.1,81,52,6.13,Clouds
427,Carauari,BR,-4.8828,-66.8958,81.1,87,100,2.39,Clouds
428,Verkhniye Kigi,RU,55.4083,58.6044,16.11,89,100,15.37,Clouds
429,Kiunga,PG,-6.1219,141.2906,73.44,100,100,0.98,Rain
430,Kununurra,AU,-15.7667,128.7333,76.98,100,91,0.0,Clouds
431,Bakchar,RU,57.0186,82.0711,16.75,93,100,8.57,Clouds
432,Beyneu,KZ,45.3167,55.2,27.23,50,13,9.31,Clouds
433,San Policarpo,PH,12.1791,125.5072,76.96,88,100,6.06,Clouds
434,Lavrentiya,RU,65.5833,-171.0,1.87,97,89,8.28,Clouds
435,Hoquiam,US,46.9809,-123.8893,50.94,88,100,0.0,Clouds
436,Shimanovsk,RU,52.0,127.7,-33.16,100,20,3.8,Clouds
437,Coihueco,CL,-36.6167,-71.8333,87.64,12,0,8.7,Clear
438,Kampli,IN,15.4,76.6167,65.59,58,0,4.85,Clear
439,Wanlaweyn,SO,2.6185,44.8938,74.44,72,2,12.82,Clear
440,Armidale,AU,-30.5167,151.65,64.8,73,65,1.39,Clouds
441,Barcelos,PT,41.5388,-8.6151,47.84,82,1,8.43,Clear
442,Koslan,RU,63.4564,48.8989,20.84,92,100,8.39,Clouds
443,Buala,SB,-8.145,159.5921,81.57,80,79,4.74,Clouds
444,Homer,US,59.6425,-151.5483,31.8,87,40,14.0,Clouds
445,Bloomington,US,44.8408,-93.2983,22.21,64,20,18.41,Clouds
446,Kailua,US,21.4022,-157.7394,78.78,57,75,12.66,Clouds
447,Totness,SR,5.8833,-56.3167,77.47,68,73,7.11,Clouds
448,Scarborough,GB,54.2797,-0.4044,38.77,89,82,1.01,Clouds
449,South Sioux City,US,42.4739,-96.4136,28.8,69,75,13.0,Clouds
450,Teacapan,MX,22.55,-105.75,76.6,62,100,10.31,Clouds
451,Astoria,US,46.1879,-123.8313,49.93,92,75,10.36,Clouds
452,Baykit,RU,61.67,96.37,11.93,95,100,6.04,Snow
453,Ust-Kuyga,RU,70.0167,135.6,-47.02,100,89,1.23,Clouds
454,Atbasar,KZ,51.8,68.3333,8.04,84,10,15.35,Clear
455,Shizunai,JP,42.3339,142.3669,19.58,79,79,7.2,Clouds
456,Bushenyi,UG,-0.5853,30.2114,61.32,71,84,0.31,Clouds
457,Grindavik,IS,63.8424,-22.4338,37.87,75,75,24.16,Clouds
458,Clyde River,CA,70.4692,-68.5914,-14.57,76,100,31.07,Snow
459,Orotukan,RU,62.2667,151.7,-25.62,98,100,1.86,Clouds
460,Asosa,ET,10.0667,34.5333,68.83,20,47,4.5,Clouds
461,Byron Bay,AU,-28.65,153.6167,79.18,89,76,3.71,Clouds
462,Jorpeland,NO,59.0225,6.0408,37.72,82,100,7.16,Clouds
463,La Asuncion,VE,11.0333,-63.8628,77.02,70,43,13.24,Clouds
464,Saryg-Sep,RU,51.5,95.6,-8.81,98,100,2.46,Clouds
465,Honningsvag,NO,70.9821,25.9704,35.35,87,75,28.77,Drizzle
466,Skegness,GB,53.1436,0.3363,40.05,83,50,4.5,Clouds
467,Saint-Paul,RE,-21.0096,55.2707,78.91,88,89,1.68,Clouds
468,Roald,NO,62.5833,6.1333,42.33,81,75,25.32,Rain
469,Paita,PE,-5.0892,-81.1144,77.58,69,16,14.45,Clouds
470,Burnie,AU,-41.0667,145.9167,66.94,88,100,10.33,Clouds
471,Port Augusta,AU,-32.5,137.7667,74.97,64,87,18.9,Rain
472,Myaundzha,RU,63.0494,147.1858,-26.1,96,99,2.21,Clouds
473,Disna,BY,55.568,28.1971,20.79,96,45,5.5,Clouds
474,Tukrah,LY,32.5341,20.5791,56.91,65,5,16.08,Clear
475,Mahibadhoo,MV,3.7833,72.9667,80.85,75,43,9.62,Clouds
476,La Cruz,MX,23.9167,-106.9,76.06,59,89,7.94,Clouds
477,Road Town,VG,18.4167,-64.6167,80.69,61,20,9.22,Clouds
478,Enshi,CN,30.3,109.4833,36.41,76,29,0.07,Clouds
479,Marang,MY,5.2056,103.2059,76.91,88,100,9.55,Clouds
480,Bonga,ET,7.2833,36.2333,63.43,69,43,1.88,Clouds
481,Khani,GE,41.9563,42.9566,38.77,40,12,7.34,Clouds
482,Sungaipenuh,ID,-2.0833,101.3833,63.81,95,100,2.08,Clouds
483,Kruisfontein,ZA,-34.0033,24.7314,68.34,92,17,7.78,Clouds
484,Hami,CN,42.8,93.45,17.01,35,2,1.41,Clear
485,Brae,GB,60.3964,-1.353,44.26,68,75,23.62,Clouds
486,Atchison,US,39.563,-95.1216,50.58,64,6,11.74,Clear
487,Agirish,RU,61.9247,63.0231,9.88,91,15,6.76,Clouds
488,Vernon,CA,50.2581,-119.2691,48.24,65,82,3.0,Clouds
489,Rodrigues Alves,BR,-7.738,-72.6509,84.4,69,100,3.31,Clouds
490,Sinazongwe,ZM,-17.2614,27.4618,73.02,83,100,4.56,Clouds
491,Marrakesh,MA,31.6315,-8.0083,48.27,87,40,3.44,Clouds
492,La Plata,AR,-34.9215,-57.9545,77.04,78,100,6.06,Clouds
493,Rio Grande,BR,-32.035,-52.0986,91.51,73,3,10.8,Clear
494,Gizo,SB,-8.103,156.8419,81.81,75,74,3.29,Rain
495,Tombouctou,ML,20.0,-3.0,58.35,15,99,11.1,Clouds
496,Wajir,KE,1.7471,40.0573,81.95,29,76,12.73,Clouds
497,Sun Valley,US,39.5963,-119.776,49.84,50,75,4.0,Clouds
498,Srbac,BA,45.0978,17.525,33.93,99,95,1.95,Clouds
499,Warmbad,NA,-28.45,18.7333,85.28,20,38,15.52,Clouds
500,Hammerfest,NO,70.6634,23.6821,39.65,75,75,12.66,Rain
501,Aligudarz,IR,33.4006,49.6949,22.12,93,94,2.91,Clouds
502,Deer Lake,CA,49.1667,-57.4316,26.46,74,75,9.22,Snow
503,Tangzhai,CN,34.4328,116.5911,24.58,40,0,7.45,Clear
504,Mogadishu,SO,2.0371,45.3438,76.68,78,56,20.67,Clouds
505,Tanout,NE,14.9709,8.8879,78.17,11,82,5.48,Clouds
506,Dwarka,IN,22.2394,68.9678,66.0,50,0,14.94,Clear
507,Pochutla,MX,15.7432,-96.4661,86.83,42,17,7.94,Clouds
508,Arica,CL,-18.475,-70.3042,81.95,64,0,11.5,Clear
509,Tessalit,ML,20.1986,1.0114,59.29,13,46,8.39,Clouds
510,Fort Nelson,CA,58.8053,-122.7002,11.95,66,75,9.22,Snow
511,Eureka,US,40.8021,-124.1637,57.67,86,82,8.99,Clouds
512,Tomatlan,MX,19.9333,-105.25,85.69,35,99,10.22,Clouds
513,Mandalgovi,MN,45.7625,106.2708,6.24,58,0,12.84,Clear
514,Lewisporte,CA,49.2499,-55.0482,33.55,69,46,13.73,Clouds
515,Kindu,CD,-2.95,25.95,68.81,95,100,2.62,Rain
516,Nantucket,US,41.2835,-70.0995,39.99,61,0,10.36,Clear
517,Monte Patria,CL,-30.6919,-70.9467,86.29,25,0,9.19,Clear
518,Gamba,GA,-2.65,10.0,77.56,84,79,3.6,Clouds
519,Bitung,ID,1.4451,125.1824,74.25,86,100,5.37,Clouds
520,Kargasok,RU,59.0556,80.8572,21.27,92,100,11.27,Clouds
521,Iraquara,BR,-12.2486,-41.6194,78.51,73,99,4.41,Clouds
522,Naze,JP,28.3667,129.4833,47.32,64,95,18.68,Clouds
523,Bilma,NE,18.6853,12.9164,74.39,13,54,3.71,Clouds
524,Teguldet,RU,57.3064,88.1667,14.38,93,100,10.22,Clouds
525,Navahrudak,BY,53.6,25.8333,26.31,99,98,4.83,Clouds
526,Huilong,CN,31.8111,121.655,29.91,46,0,10.98,Clear
527,Vazante,BR,-17.9869,-46.9078,75.36,88,43,4.36,Clouds
528,Zeya,RU,53.75,127.2667,-34.96,96,5,2.66,Clear
529,Sobolevo,RU,54.4299,31.8996,24.01,98,95,0.58,Clouds
530,Stelnica,RO,44.4167,27.8833,39.88,90,100,14.61,Clouds
531,Gwembe,ZM,-16.4975,27.6069,64.31,96,100,1.03,Rain
532,Bobicesti,RO,44.3833,24.15,35.58,100,100,4.47,Snow
533,Sirjan,IR,29.452,55.6814,37.9,79,4,3.49,Clear
534,Jardim,BR,-21.4803,-56.1381,92.77,37,36,5.3,Clouds
535,Porto Santo,PT,33.072,-16.3415,59.38,67,40,16.11,Clouds
536,Carutapera,BR,-1.195,-46.02,76.84,90,70,4.09,Rain
537,Ust-Maya,RU,60.4167,134.5333,-32.69,99,100,2.06,Clouds
538,Yunyang,CN,33.4474,112.7142,26.37,25,23,2.84,Clouds
539,Milas,TR,37.3164,27.7839,47.55,93,75,4.61,Clouds
540,Aborlan,PH,9.4352,118.5492,77.07,94,100,12.24,Clouds
541,Zabol,AF,32.25,67.25,28.17,53,100,7.81,Clouds
542,Azusa,US,34.1336,-117.9076,73.76,22,0,3.44,Clear
543,Winslow,US,35.0242,-110.6974,42.98,28,0,8.05,Clear
544,Taltal,CL,-25.4,-70.4833,72.45,68,33,8.39,Clouds
545,Songea,TZ,-10.6833,35.65,64.2,96,78,2.33,Rain
546,Thohoyandou,ZA,-22.9456,30.485,68.41,58,11,3.04,Clouds
547,Savelugu,GH,9.6244,-0.8253,86.99,8,67,6.64,Clouds
548,Urumqi,CN,43.801,87.6005,-3.05,78,12,0.0,Smoke
549,Dargaville,NZ,-35.9333,173.8833,71.83,89,83,4.05,Rain
550,Pahrump,US,36.2083,-115.9839,53.65,30,1,1.99,Clear
551,Tsiroanomandidy,MG,-18.7667,46.0333,68.47,94,98,8.77,Rain
552,Chernigovka,RU,44.3389,132.5728,-15.23,100,100,2.35,Clouds
553,Kovernino,RU,57.1253,43.8142,21.51,97,90,5.17,Clouds
554,Rocha,UY,-34.4833,-54.3333,81.16,58,100,9.24,Clouds
555,Codajas,BR,-3.8367,-62.0569,78.76,92,100,1.36,Clouds
556,Cervo,ES,43.6702,-7.4101,48.96,67,51,16.73,Clouds
557,Mumford,GH,5.2618,-0.759,80.69,84,100,13.89,Clouds
558,Otanche,CO,5.6567,-74.1825,79.21,60,70,3.85,Clouds
